Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Product ID,SalesPerson ID,Sales,Quantity,Discount,Profit
US-2017-121251,3/26/2017,3/27/2017,First Class,GM-14440,Consumer,TEC-PH-10004896,1,119.96,4,0,33.5888
CA-2014-151078,11/12/2014,11/12/2014,Same Day,RF-19840,Consumer,OFF-ST-10001328,7,49.632,4,0.2,4.9632
US-2016-100839,10/13/2016,10/17/2016,Standard Class,NC-18625,Corporate,FUR-TA-10004575,10,727.45,5,0.5,-465.568
US-2016-100839,10/13/2016,10/17/2016,Standard Class,NC-18625,Corporate,FUR-FU-10001617,5,24.96,3,0.2,4.368
US-2017-116659,11/12/2017,11/12/2017,Same Day,NG-18355,Corporate,TEC-PH-10002824,16,370.782,3,0.4,-92.6955
CA-2017-118857,4/15/2017,4/18/2017,First Class,AH-10075,Corporate,FUR-FU-10004460,16,196.45,5,0,70.722
CA-2015-127110,6/25/2015,7/1/2015,Standard Class,CH-12070,Home Office,OFF-PA-10003309,18,31.104,6,0.2,10.8864
CA-2015-127110,6/25/2015,7/1/2015,Standard Class,CH-12070,Home Office,OFF-ST-10002554,11,78.256,2,0.2,-17.6076
CA-2016-148201,8/26/2016,8/29/2016,Second Class,CC-12145,Consumer,OFF-PA-10000019,11,6.48,1,0,3.1104
CA-2014-116932,7/21/2014,7/25/2014,Standard Class,ME-18010,Corporate,OFF-AR-10002067,18,99.2,5,0,25.792
CA-2014-116932,7/21/2014,7/25/2014,Standard Class,ME-18010,Corporate,FUR-CH-10001215,13,801.568,2,0.2,50.098
CA-2014-116932,7/21/2014,7/25/2014,Standard Class,ME-18010,Corporate,FUR-TA-10004175,13,272.848,1,0.2,27.2848
CA-2017-142888,11/21/2017,11/25/2017,Standard Class,BP-11230,Consumer,FUR-TA-10004767,4,70.98,1,0,20.5842
CA-2014-147914,6/4/2014,6/9/2014,Standard Class,MP-17470,Home Office,OFF-PA-10001685,9,16.224,2,0.2,5.8812
US-2016-112977,3/10/2016,3/16/2016,Standard Class,CJ-12010,Consumer,FUR-BO-10003272,19,176.784,1,0.2,-22.098
CA-2017-112039,3/25/2017,3/29/2017,Standard Class,JC-15775,Consumer,TEC-PH-10000984,16,470.376,3,0.2,47.0376
CA-2017-118885,12/29/2017,1/2/2018,Standard Class,JG-15160,Consumer,FUR-CH-10002880,2,393.568,4,0.2,-44.2764
CA-2017-118885,12/29/2017,1/2/2018,Standard Class,JG-15160,Consumer,TEC-PH-10002563,15,302.376,3,0.2,22.6782
US-2017-166611,3/28/2017,4/2/2017,Standard Class,CK-12760,Corporate,OFF-BI-10001191,16,68.742,9,0.7,-48.1194
CA-2015-109512,3/5/2015,3/5/2015,Same Day,LF-17185,Consumer,OFF-EN-10002621,9,29.34,3,0,14.67
CA-2015-109512,3/5/2015,3/5/2015,Same Day,LF-17185,Consumer,FUR-CH-10001146,9,383.607,7,0.1,63.9345
CA-2015-109512,3/5/2015,3/5/2015,Same Day,LF-17185,Consumer,OFF-ST-10000689,10,563.4,4,0,67.608
CA-2016-118570,11/13/2016,11/17/2016,Standard Class,CC-12430,Home Office,OFF-PA-10001289,10,217.056,7,0.2,78.6828
CA-2017-154718,1/19/2017,1/23/2017,Second Class,DL-12865,Consumer,OFF-LA-10003714,6,6,2,0.2,2.1
CA-2016-147578,4/22/2016,4/26/2016,Second Class,PG-18895,Consumer,FUR-FU-10001889,18,31.56,3,0,10.4148
CA-2014-140165,5/13/2014,5/15/2014,First Class,EH-14005,Home Office,OFF-FA-10002815,5,7.104,2,0.2,2.3976
CA-2014-140165,5/13/2014,5/15/2014,First Class,EH-14005,Home Office,OFF-BI-10004519,1,398.352,8,0.7,-331.96
CA-2014-142587,10/21/2014,10/22/2014,First Class,TB-21520,Consumer,OFF-AP-10004708,16,121.792,4,0.2,13.7016
CA-2014-142587,10/21/2014,10/22/2014,First Class,TB-21520,Consumer,FUR-TA-10000617,9,409.59,3,0.4,-122.877
CA-2014-157623,3/14/2014,3/18/2014,Standard Class,DK-13225,Corporate,OFF-PA-10001204,1,10.56,2,0,4.752
CA-2014-157623,3/14/2014,3/18/2014,Standard Class,DK-13225,Corporate,OFF-AR-10003723,18,3.38,1,0,1.2506
CA-2017-145310,12/22/2017,12/24/2017,Second Class,JP-15520,Consumer,OFF-EN-10002621,18,7.824,1,0.2,2.934
CA-2016-100083,11/24/2016,11/29/2016,Standard Class,CD-11980,Consumer,OFF-PA-10000241,17,24.784,1,0.2,7.745
US-2017-108063,12/2/2017,12/5/2017,First Class,AS-10090,Consumer,OFF-AR-10001446,7,34.65,3,0,10.395
CA-2015-109197,12/31/2015,1/4/2016,Standard Class,JO-15280,Consumer,OFF-BI-10004632,6,487.984,2,0.2,152.495
CA-2017-141789,10/3/2017,10/6/2017,First Class,AC-10450,Consumer,OFF-BI-10001359,16,1793.98,2,0,843.1706
CA-2014-169775,8/29/2014,9/2/2014,Second Class,RA-19945,Consumer,OFF-EN-10001749,2,29.808,2,0.2,10.8054
CA-2014-169775,8/29/2014,9/2/2014,Second Class,RA-19945,Consumer,OFF-BI-10004390,13,505.176,4,0.7,-336.784
CA-2014-169775,8/29/2014,9/2/2014,Second Class,RA-19945,Consumer,FUR-TA-10001857,20,174.0585,3,0.45,-110.7645
CA-2016-140543,6/29/2016,7/3/2016,Second Class,Co-12640,Consumer,OFF-ST-10000563,7,191.88,6,0,19.188
CA-2016-151141,8/20/2016,8/23/2016,First Class,DW-13480,Home Office,TEC-PH-10004924,16,14.78,2,0,3.9906
CA-2017-167094,10/21/2017,10/22/2017,First Class,DK-12835,Corporate,OFF-PA-10003953,3,5.184,1,0.2,1.8144
CA-2017-167094,10/21/2017,10/22/2017,First Class,DK-12835,Corporate,FUR-CH-10000155,18,478.48,2,0.2,47.848
CA-2017-167094,10/21/2017,10/22/2017,First Class,DK-12835,Corporate,TEC-AC-10003116,8,28.4,2,0.2,6.745
CA-2017-154410,10/21/2017,10/24/2017,First Class,MD-17860,Corporate,OFF-ST-10002743,11,909.12,8,0,9.0912
US-2016-150567,5/17/2016,5/21/2016,Standard Class,RP-19855,Corporate,OFF-BI-10001757,8,2.952,2,0.7,-2.1648
US-2016-150567,5/17/2016,5/21/2016,Standard Class,RP-19855,Corporate,OFF-BI-10000069,9,27.018,6,0.7,-21.6144
CA-2015-157959,2/3/2015,2/4/2015,First Class,RW-19540,Corporate,FUR-FU-10004093,16,136.92,4,0,41.076
CA-2017-105886,12/18/2017,12/23/2017,Standard Class,DB-13660,Consumer,FUR-FU-10001037,5,18.96,2,0,8.532
CA-2016-105963,11/15/2016,11/22/2016,Standard Class,SC-20770,Corporate,TEC-AC-10003832,1,99.39,3,0,40.7499
CA-2017-121503,7/3/2017,7/6/2017,Second Class,FH-14275,Corporate,OFF-PA-10001878,2,273.896,7,0.2,92.4399
CA-2017-121503,7/3/2017,7/6/2017,Second Class,FH-14275,Corporate,TEC-MA-10003674,7,597.132,3,0.4,49.761
CA-2014-103366,1/15/2014,1/17/2014,First Class,EH-13990,Consumer,TEC-AC-10003628,1,149.95,5,0,65.978
CA-2017-124597,4/30/2017,5/5/2017,Standard Class,AS-10630,Home Office,OFF-LA-10003190,11,4.608,2,0.2,1.6704
CA-2017-124597,4/30/2017,5/5/2017,Standard Class,AS-10630,Home Office,OFF-AR-10002280,14,15.528,3,0.2,4.8525
CA-2017-124597,4/30/2017,5/5/2017,Standard Class,AS-10630,Home Office,OFF-LA-10001569,14,11.952,3,0.2,3.8844
CA-2015-105634,11/8/2015,11/14/2015,Standard Class,HA-14905,Consumer,OFF-AR-10001573,4,11.65,5,0,3.3785
CA-2015-123673,10/30/2015,11/1/2015,Second Class,CH-12070,Home Office,TEC-PH-10001809,4,299.9,2,0,74.975
US-2017-111423,8/17/2017,8/19/2017,First Class,EH-13765,Corporate,OFF-BI-10003091,16,895.92,5,0.2,302.373
US-2017-111423,8/17/2017,8/19/2017,First Class,EH-13765,Corporate,FUR-CH-10003981,4,462.564,2,0.1,97.6524
CA-2015-125178,10/3/2015,10/9/2015,Standard Class,MZ-17515,Corporate,OFF-ST-10002562,17,15.008,2,0.2,1.5008
CA-2016-156685,7/8/2016,7/10/2016,Second Class,SC-20230,Corporate,TEC-PH-10004345,13,863.64,9,0.2,107.955
CA-2016-156685,7/8/2016,7/10/2016,Second Class,SC-20230,Corporate,OFF-AR-10000588,16,47.616,3,0.2,3.5712
CA-2017-126865,12/5/2017,12/7/2017,Second Class,NP-18325,Consumer,OFF-PA-10003039,6,92.94,3,0,41.823
CA-2017-102834,3/9/2017,3/13/2017,Standard Class,LW-16990,Corporate,TEC-AC-10001908,19,199.98,2,0,69.993
US-2016-139710,6/9/2016,6/15/2016,Standard Class,GM-14680,Consumer,TEC-PH-10001198,13,177.48,3,0.2,19.9665
CA-2017-121538,11/28/2017,12/1/2017,First Class,RH-19495,Consumer,OFF-PA-10004071,15,88.768,2,0.2,31.0688
US-2017-101539,3/16/2017,3/18/2017,Second Class,VM-21685,Home Office,OFF-PA-10001972,6,6.48,1,0,3.1104
US-2017-101539,3/16/2017,3/18/2017,Second Class,VM-21685,Home Office,OFF-ST-10004180,18,46.51,1,0,1.8604
US-2017-101539,3/16/2017,3/18/2017,Second Class,VM-21685,Home Office,TEC-PH-10004165,7,659.976,3,0.2,49.4982
CA-2016-152121,11/27/2016,11/29/2016,Second Class,CC-12670,Consumer,TEC-PH-10002483,10,271.992,1,0.2,23.7993
CA-2017-161200,8/6/2017,8/10/2017,Second Class,SV-20365,Consumer,FUR-BO-10000468,1,145.74,3,0,23.3184
CA-2017-161200,8/6/2017,8/10/2017,Second Class,SV-20365,Consumer,FUR-FU-10001706,5,15.4,5,0,7.392
CA-2017-101245,11/27/2017,12/3/2017,Standard Class,LW-16990,Corporate,OFF-PA-10003129,18,244.55,5,0,114.9385
CA-2017-101245,11/27/2017,12/3/2017,Standard Class,LW-16990,Corporate,TEC-AC-10001284,20,166.16,8,0,59.8176
CA-2015-141768,5/25/2015,5/27/2015,Second Class,NP-18685,Home Office,FUR-FU-10002268,20,14.73,3,0,4.8609
CA-2016-112109,7/8/2016,7/12/2016,Standard Class,JE-15715,Consumer,OFF-BI-10002082,7,19.968,2,0.7,-13.312
CA-2016-112109,7/8/2016,7/12/2016,Standard Class,JE-15715,Consumer,OFF-ST-10001505,15,33.488,7,0.2,-1.2558
CA-2016-112109,7/8/2016,7/12/2016,Standard Class,JE-15715,Consumer,OFF-BI-10001634,18,8.736,4,0.7,-6.1152
CA-2016-112109,7/8/2016,7/12/2016,Standard Class,JE-15715,Consumer,FUR-CH-10004287,17,662.88,3,0.2,74.574
CA-2017-144064,8/29/2017,9/1/2017,First Class,CP-12085,Corporate,OFF-LA-10004544,2,47.36,4,0.2,17.76
CA-2017-144064,8/29/2017,9/1/2017,First Class,CP-12085,Corporate,OFF-ST-10004507,14,27.44,2,0.2,2.401
CA-2017-144064,8/29/2017,9/1/2017,First Class,CP-12085,Corporate,OFF-BI-10002012,20,3.24,9,0.8,-5.184
CA-2016-108581,6/20/2016,6/26/2016,Standard Class,EA-14035,Corporate,TEC-AC-10001109,11,95.968,4,0.2,26.3912
CA-2016-108581,6/20/2016,6/26/2016,Standard Class,EA-14035,Corporate,OFF-PA-10000809,4,10.368,2,0.2,3.6288
CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Corporate,OFF-AR-10000658,4,23.1,2,0,6.468
CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Corporate,FUR-FU-10001196,15,11.54,2,0,3.462
CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Corporate,FUR-TA-10001889,10,254.526,1,0.4,-93.3262
CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Corporate,OFF-AP-10000358,1,12.98,1,0,3.7642
CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Corporate,OFF-BI-10004970,17,26.432,8,0.2,8.9208
CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Corporate,TEC-PH-10003885,3,197.97,3,0,57.4113
CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Corporate,OFF-LA-10001641,7,18.9,6,0,9.072
CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Corporate,FUR-CH-10003379,7,1282.41,5,0.1,213.735
CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Corporate,OFF-AR-10004582,4,4.92,3,0,2.214
CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Corporate,TEC-AC-10002842,13,238,2,0,38.08
CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Corporate,TEC-AC-10000109,14,167.97,3,0,40.3128
CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Corporate,OFF-PA-10003893,13,17.12,4,0,7.704
CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Consumer,OFF-BI-10003669,13,16.2,3,0,7.776
CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Consumer,OFF-AP-10004785,5,33.99,3,0,14.6157
CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Consumer,TEC-AC-10003023,15,296.85,5,0,53.433
CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Consumer,TEC-AC-10002217,13,112.8,6,0,6.768
CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Consumer,OFF-BI-10002954,3,13.71,3,0,6.5808
CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Consumer,OFF-PA-10002586,7,24.9,5,0,11.703
CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Consumer,OFF-ST-10000025,5,286.29,3,0,17.1774
CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Consumer,OFF-AP-10003281,1,24.18,2,0,7.254
CA-2017-165841,12/21/2017,12/28/2017,Standard Class,DB-13210,Consumer,TEC-PH-10002103,20,281.97,3,0,78.9516
CA-2017-165841,12/21/2017,12/28/2017,Standard Class,DB-13210,Consumer,OFF-SU-10000898,12,69.5,5,0,20.155
CA-2017-165841,12/21/2017,12/28/2017,Standard Class,DB-13210,Consumer,OFF-PA-10001144,8,166.44,3,0,79.8912
CA-2017-117485,9/23/2017,9/29/2017,Standard Class,BD-11320,Consumer,TEC-AC-10004659,8,291.96,4,0,102.186
CA-2017-140242,5/6/2017,5/11/2017,Standard Class,ML-17755,Home Office,OFF-AR-10004752,13,6.408,3,0.2,0.6408
CA-2017-140242,5/6/2017,5/11/2017,Standard Class,ML-17755,Home Office,TEC-AC-10004659,20,408.744,7,0.2,76.6395
CA-2014-148950,12/14/2014,12/19/2014,Standard Class,JD-16015,Consumer,OFF-BI-10001249,1,5.104,4,0.8,-8.6768
CA-2014-148950,12/14/2014,12/19/2014,Standard Class,JD-16015,Consumer,OFF-FA-10003059,5,2.896,2,0.2,0.4706
CA-2014-148950,12/14/2014,12/19/2014,Standard Class,JD-16015,Consumer,TEC-AC-10002718,16,35.016,3,0.2,-2.1885
CA-2014-110408,10/18/2014,10/20/2014,Second Class,AS-10225,Corporate,OFF-ST-10001522,19,275.97,3,0,11.0388
CA-2014-110408,10/18/2014,10/20/2014,Second Class,AS-10225,Corporate,TEC-PH-10002352,9,1394.95,5,0,362.687
CA-2014-110408,10/18/2014,10/20/2014,Second Class,AS-10225,Corporate,FUR-CH-10003774,10,545.88,6,0,70.9644
CA-2015-109939,5/8/2015,5/12/2015,Standard Class,AA-10375,Consumer,OFF-AR-10000127,17,5.248,2,0.2,0.5904
CA-2016-112669,4/14/2016,4/14/2016,Same Day,KT-16465,Consumer,FUR-CH-10004086,6,933.536,4,0.2,105.0228
CA-2016-112669,4/14/2016,4/14/2016,Same Day,KT-16465,Consumer,OFF-ST-10001228,16,42.976,4,0.2,4.2976
CA-2015-119592,12/14/2015,12/16/2015,Second Class,MM-18280,Corporate,OFF-BI-10004187,1,3.76,2,0,1.8048
CA-2014-122749,12/3/2014,12/9/2014,Standard Class,NG-18430,Consumer,TEC-PH-10003811,14,479.96,4,0,134.3888
CA-2014-164721,11/25/2014,11/27/2014,Second Class,LW-16825,Corporate,OFF-AP-10000240,19,320.88,6,0,93.0552
CA-2014-164721,11/25/2014,11/27/2014,Second Class,LW-16825,Corporate,FUR-FU-10001940,14,23.88,3,0,10.5072
CA-2014-164721,11/25/2014,11/27/2014,Second Class,LW-16825,Corporate,OFF-PA-10000575,19,26.76,4,0,12.3096
CA-2016-147417,7/25/2016,7/27/2016,First Class,CB-12415,Consumer,TEC-CO-10001449,20,1439.976,4,0.4,191.9968
CA-2015-127509,11/9/2015,11/13/2015,Standard Class,AS-10090,Consumer,OFF-BI-10002393,2,17.22,3,0,7.9212
CA-2015-127509,11/9/2015,11/13/2015,Standard Class,AS-10090,Consumer,FUR-TA-10002855,1,1024.38,7,0,215.1198
CA-2015-127509,11/9/2015,11/13/2015,Standard Class,AS-10090,Consumer,OFF-EN-10000781,18,26.22,3,0,12.3234
CA-2015-127509,11/9/2015,11/13/2015,Standard Class,AS-10090,Consumer,OFF-PA-10002160,17,17.34,3,0,8.4966
CA-2017-111374,2/24/2017,2/28/2017,Standard Class,CB-12415,Consumer,OFF-BI-10004970,4,4.956,4,0.7,-3.7996
CA-2017-133648,6/25/2017,7/2/2017,Standard Class,ML-17755,Home Office,OFF-LA-10003923,3,71.04,6,0.2,26.64
CA-2017-133648,6/25/2017,7/2/2017,Standard Class,ML-17755,Home Office,OFF-AR-10002257,12,5.344,2,0.2,0.7348
CA-2017-133648,6/25/2017,7/2/2017,Standard Class,ML-17755,Home Office,OFF-FA-10004395,6,11.304,3,0.2,-2.1195
US-2017-147221,12/2/2017,12/4/2017,Second Class,JS-16030,Consumer,OFF-AP-10002534,10,294.62,5,0.8,-766.012
US-2017-147221,12/2/2017,12/4/2017,Second Class,JS-16030,Consumer,FUR-FU-10004020,20,8.752,4,0.6,-3.7196
CA-2014-131905,2/6/2014,2/9/2014,First Class,ND-18460,Corporate,OFF-LA-10002787,14,15,4,0,7.2
CA-2014-131905,2/6/2014,2/9/2014,First Class,ND-18460,Corporate,TEC-PH-10003645,9,161.61,1,0,42.0186
CA-2014-131905,2/6/2014,2/9/2014,First Class,ND-18460,Corporate,TEC-PH-10001615,1,144.95,5,0,42.0355
CA-2017-166128,4/11/2017,4/18/2017,Standard Class,LW-17215,Consumer,TEC-AC-10001767,6,199.95,5,0,21.9945
CA-2017-166128,4/11/2017,4/18/2017,Standard Class,LW-17215,Consumer,OFF-AR-10001221,6,41.86,7,0,14.2324
CA-2017-163510,12/25/2017,12/28/2017,Second Class,JW-15955,Consumer,OFF-ST-10000563,10,95.94,3,0,9.594
CA-2017-163510,12/25/2017,12/28/2017,Second Class,JW-15955,Consumer,FUR-CH-10001146,6,304.45,5,0,76.1125
US-2017-143028,4/11/2017,4/18/2017,Standard Class,SC-20050,Home Office,OFF-BI-10004738,12,11.364,3,0.8,-17.046
CA-2014-111150,12/31/2014,1/4/2015,Standard Class,RW-19630,Corporate,OFF-AR-10000034,14,29.68,7,0,11.5752
CA-2014-111150,12/31/2014,1/4/2015,Standard Class,RW-19630,Corporate,TEC-AC-10000290,10,47.53,7,0,16.1602
CA-2017-165386,8/3/2017,8/4/2017,First Class,CM-12190,Consumer,FUR-BO-10003034,13,183.372,2,0.3,-36.6744
CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190,Consumer,OFF-AR-10001315,18,4.224,3,0.2,0.4752
CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190,Consumer,OFF-AP-10002118,8,333.056,2,0.2,29.1424
CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190,Consumer,OFF-PA-10002137,1,24.896,4,0.2,7.78
CA-2015-155761,12/11/2015,12/11/2015,Same Day,SC-20800,Consumer,TEC-AC-10001606,16,159.984,2,0.2,35.9964
CA-2015-155761,12/11/2015,12/11/2015,Same Day,SC-20800,Consumer,OFF-ST-10000943,2,46.344,3,0.2,4.6344
CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,Consumer,FUR-CH-10001854,12,350.98,1,0,84.2352
CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,Consumer,OFF-PA-10000533,16,13.08,2,0,6.0168
CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,Consumer,OFF-ST-10003716,13,900.08,4,0,117.0104
CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Consumer,OFF-BI-10000088,19,17.568,2,0.2,6.3684
CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Consumer,OFF-LA-10000240,2,14.62,2,0,6.8714
CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Consumer,OFF-SU-10001165,20,33.36,4,0,8.6736
CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Consumer,OFF-PA-10002749,5,40.14,6,0,19.6686
CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,Home Office,OFF-ST-10001490,1,1606.23,9,0,481.869
CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,Home Office,OFF-PA-10002377,16,17.04,3,0,7.668
CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,Home Office,OFF-BI-10004826,12,49.53,3,0,23.7744
CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,Home Office,FUR-CH-10004675,9,872.32,4,0,244.2496
US-2017-111241,8/20/2017,8/22/2017,Second Class,GM-14500,Consumer,OFF-BI-10002867,10,239.12,5,0.2,77.714
CA-2015-114237,3/13/2015,3/15/2015,First Class,MC-17275,Consumer,FUR-BO-10004409,14,141.96,2,0,39.7488
CA-2016-113516,9/8/2016,9/10/2016,Second Class,VM-21685,Home Office,OFF-BI-10002225,15,33.024,2,0.2,11.5584
CA-2016-113516,9/8/2016,9/10/2016,Second Class,VM-21685,Home Office,OFF-BI-10001989,17,67.136,4,0.2,23.4976
CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,Corporate,OFF-BI-10000343,12,14.73,3,0,6.9231
CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,Corporate,OFF-ST-10001172,3,104.9,5,0,25.176
CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,Corporate,OFF-BI-10003707,2,61.04,4,0,30.52
CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,Corporate,OFF-PA-10001274,4,10.95,3,0,5.1465
CA-2016-128923,12/9/2016,12/13/2016,Standard Class,GB-14530,Corporate,OFF-PA-10002250,13,9.392,2,0.2,3.2872
CA-2016-128923,12/9/2016,12/13/2016,Standard Class,GB-14530,Corporate,OFF-AR-10000475,17,9.328,1,0.2,0.8162
CA-2017-162481,9/25/2017,9/29/2017,Standard Class,CT-11995,Consumer,OFF-BI-10002976,19,8.26,2,0,3.8822
CA-2017-162481,9/25/2017,9/29/2017,Standard Class,CT-11995,Consumer,FUR-CH-10003061,7,269.97,3,0,51.2943
CA-2015-119214,1/23/2015,1/27/2015,Standard Class,CW-11905,Home Office,OFF-PA-10002893,4,29.04,3,0,13.9392
CA-2015-119214,1/23/2015,1/27/2015,Standard Class,CW-11905,Home Office,OFF-LA-10003077,1,14.62,2,0,6.8714
CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Home Office,OFF-PA-10001661,16,11.952,3,0.2,4.3326
CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Home Office,OFF-BI-10004656,1,4.536,7,0.7,-3.3264
CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Home Office,OFF-BI-10003707,3,9.156,2,0.7,-6.104
CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Home Office,FUR-FU-10004973,1,75.36,5,0.2,20.724
CA-2015-104493,10/2/2015,10/8/2015,Standard Class,EB-13705,Corporate,OFF-BI-10004817,6,57.504,6,0.2,20.1264
US-2017-158946,11/18/2017,11/23/2017,Standard Class,JW-15220,Corporate,OFF-AR-10001860,12,38.864,7,0.2,7.7728
CA-2014-129168,8/17/2014,8/23/2014,Standard Class,KB-16585,Corporate,OFF-PA-10001639,14,15.552,3,0.2,5.4432
CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Corporate,OFF-AP-10004487,12,162.64,2,0,45.5392
CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Corporate,TEC-PH-10001760,12,597,3,0,280.59
CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Corporate,OFF-PA-10004071,11,55.48,1,0,26.6304
CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Consumer,FUR-FU-10004848,11,289.8,7,0.2,36.225
CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Consumer,OFF-BI-10004022,10,2.502,3,0.7,-2.0016
CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Consumer,OFF-BI-10003669,16,6.48,4,0.7,-4.752
CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Consumer,FUR-CH-10003833,17,341.488,8,0.3,-73.176
CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Consumer,OFF-AR-10003732,19,11.12,5,0.2,0.834
CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Consumer,FUR-FU-10003142,8,25.344,6,0.2,3.4848
CA-2016-136434,12/1/2016,12/7/2016,Standard Class,RD-19480,Consumer,FUR-FU-10001196,20,17.31,3,0,5.193
CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Consumer,TEC-AC-10001114,16,199.95,5,0,63.984
CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Consumer,FUR-CH-10002335,8,1586.69,7,0,412.5394
CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Consumer,TEC-AC-10000844,15,84.99,1,0,30.5964
CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Consumer,FUR-TA-10004534,13,411.8,2,0,70.006
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Corporate,OFF-FA-10002975,15,11.34,3,0,5.2164
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Corporate,OFF-ST-10003996,16,80.3,5,0,20.878
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Corporate,OFF-BI-10002571,9,15.968,2,0.2,5.3892
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Corporate,OFF-PA-10000477,20,64.74,13,0,30.4278
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Corporate,OFF-BI-10004209,7,19.296,3,0.2,6.03
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Corporate,OFF-ST-10001963,6,405.64,4,0,12.1692
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Corporate,FUR-CH-10003833,19,146.352,3,0.2,-9.147
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Corporate,TEC-AC-10004568,3,251.91,9,0,47.8629
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Corporate,OFF-AR-10001419,14,12.39,3,0,3.717
CA-2015-133452,4/13/2015,4/19/2015,Standard Class,ZC-21910,Consumer,TEC-AC-10002800,16,199.96,4,0,69.986
CA-2015-133452,4/13/2015,4/19/2015,Standard Class,ZC-21910,Consumer,FUR-TA-10003954,12,710.832,3,0.2,-97.7394
CA-2016-146521,7/21/2016,7/23/2016,Second Class,CC-12610,Corporate,OFF-BI-10000301,20,1.941,1,0.7,-1.294
